historical_success_rate,historical_failure_count,consecutive_failures,total_orders,customer_age_days,previous_recovery_success,root_cause,payment_method,attempt_number,amount_bucket,hour_of_day,day_of_week,action_type,delay_hours,recovered
0.712,7,1,15,280,1,repeated_failure,upi,1,medium,20,2,ALTERNATIVE_PAYMENT,0,0
0.712,7,1,15,280,1,repeated_failure,upi,1,medium,20,2,CUSTOMER_MESSAGE,0,1
0.712,7,2,15,280,1,bank_unavailable,netbanking,1,high,21,6,RETRY_LATER,1,0
0.712,7,2,15,280,1,bank_unavailable,netbanking,1,high,21,6,RETRY_LATER,6,1
0.712,7,2,15,280,1,bank_unavailable,netbanking,1,high,21,6,RETRY_LATER,24,1
0.712,7,2,15,280,1,bank_unavailable,netbanking,1,high,21,6,ALTERNATIVE_PAYMENT,0,1
0.712,7,2,15,280,1,bank_unavailable,netbanking,1,high,21,6,CUSTOMER_MESSAGE,0,0
0.712,7,2,15,280,1,temporary_failure,upi,1,low,20,5,RETRY_LATER,1,1
0.712,7,2,15,280,1,temporary_failure,upi,1,low,20,5,RETRY_LATER,6,1
0.712,7,2,15,280,1,temporary_failure,upi,1,low,20,5,RETRY_LATER,24,1
0.712,7,2,15,280,1,temporary_failure,upi,1,low,20,5,ALTERNATIVE_PAYMENT,0,1
0.712,7,2,15,280,1,temporary_failure,upi,1,low,20,5,CUSTOMER_MESSAGE,0,0
0.712,7,1,15,280,1,bank_unavailable,upi,2,low,12,5,RETRY_LATER,1,1
0.712,7,1,15,280,1,bank_unavailable,upi,2,low,12,5,RETRY_LATER,6,1
0.712,7,1,15,280,1,bank_unavailable,upi,2,low,12,5,RETRY_LATER,24,1
0.712,7,1,15,280,1,bank_unavailable,upi,2,low,12,5,ALTERNATIVE_PAYMENT,0,1
0.712,7,1,15,280,1,bank_unavailable,upi,2,low,12,5,CUSTOMER_MESSAGE,0,1
0.842,4,2,43,406,1,card_expired,netbanking,2,low,14,1,RETRY_LATER,1,0
0.842,4,2,43,406,1,card_expired,netbanking,2,low,14,1,RETRY_LATER,6,1
0.842,4,2,43,406,1,card_expired,netbanking,2,low,14,1,RETRY_LATER,24,1
0.842,4,2,43,406,1,card_expired,netbanking,2,low,14,1,ALTERNATIVE_PAYMENT,0,1
0.842,4,2,43,406,1,card_expired,netbanking,2,low,14,1,CUSTOMER_MESSAGE,0,0
0.842,4,2,43,406,1,card_expired,wallet,3,low,0,3,RETRY_LATER,1,0
0.842,4,2,43,406,1,card_expired,wallet,3,low,0,3,RETRY_LATER,6,0
0.842,4,2,43,406,1,card_expired,wallet,3,low,0,3,RETRY_LATER,24,0
0.842,4,2,43,406,1,card_expired,wallet,3,low,0,3,ALTERNATIVE_PAYMENT,0,0
0.842,4,2,43,406,1,card_expired,wallet,3,low,0,3,CUSTOMER_MESSAGE,0,1
0.842,4,1,43,406,1,invalid_payment_method,netbanking,1,high,22,6,RETRY_LATER,1,0
0.842,4,1,43,406,1,invalid_payment_method,netbanking,1,high,22,6,RETRY_LATER,6,0
0.842,4,1,43,406,1,invalid_payment_method,netbanking,1,high,22,6,RETRY_LATER,24,0
0.842,4,1,43,406,1,invalid_payment_method,netbanking,1,high,22,6,ALTERNATIVE_PAYMENT,0,1
0.842,4,1,43,406,1,invalid_payment_method,netbanking,1,high,22,6,CUSTOMER_MESSAGE,0,1
0.842,4,2,43,406,1,repeated_failure,netbanking,2,low,12,6,RETRY_LATER,1,1
0.842,4,2,43,406,1,repeated_failure,netbanking,2,low,12,6,RETRY_LATER,6,0
0.842,4,2,43,406,1,repeated_failure,netbanking,2,low,12,6,RETRY_LATER,24,0
0.842,4,2,43,406,1,repeated_failure,netbanking,2,low,12,6,ALTERNATIVE_PAYMENT,0,1
0.842,4,2,43,406,1,repeated_failure,netbanking,2,low,12,6,CUSTOMER_MESSAGE,0,1
0.842,4,2,43,406,1,invalid_payment_method,wallet,1,medium,9,0,RETRY_LATER,1,1
0.842,4,2,43,406,1,invalid_payment_method,wallet,1,medium,9,0,RETRY_LATER,6,1
0.842,4,2,43,406,1,invalid_payment_method,wallet,1,medium,9,0,RETRY_LATER,24,0
0.842,4,2,43,406,1,invalid_payment_method,wallet,1,medium,9,0,ALTERNATIVE_PAYMENT,0,1
0.842,4,2,43,406,1,invalid_payment_method,wallet,1,medium,9,0,CUSTOMER_MESSAGE,0,1
0.947,5,2,47,692,1,temporary_failure,wallet,2,medium,1,4,RETRY_LATER,1,1
0.947,5,2,47,692,1,temporary_failure,wallet,2,medium,1,4,RETRY_LATER,6,1
0.947,5,2,47,692,1,temporary_failure,wallet,2,medium,1,4,RETRY_LATER,24,1
0.947,5,2,47,692,1,temporary_failure,wallet,2,medium,1,4,ALTERNATIVE_PAYMENT,0,1
0.947,5,2,47,692,1,temporary_failure,wallet,2,medium,1,4,CUSTOMER_MESSAGE,0,0
0.947,5,3,47,692,1,bank_unavailable,wallet,2,low,2,5,RETRY_LATER,1,0
0.947,5,3,47,692,1,bank_unavailable,wallet,2,low,2,5,RETRY_LATER,6,1
0.947,5,3,47,692,1,bank_unavailable,wallet,2,low,2,5,RETRY_LATER,24,1
0.947,5,3,47,692,1,bank_unavailable,wallet,2,low,2,5,ALTERNATIVE_PAYMENT,0,1
0.947,5,3,47,692,1,bank_unavailable,wallet,2,low,2,5,CUSTOMER_MESSAGE,0,0
0.947,5,1,47,692,1,unknown,netbanking,1,low,10,1,RETRY_LATER,1,1
0.947,5,1,47,692,1,unknown,netbanking,1,low,10,1,RETRY_LATER,6,1
0.947,5,1,47,692,1,unknown,netbanking,1,low,10,1,RETRY_LATER,24,1
0.947,5,1,47,692,1,unknown,netbanking,1,low,10,1,ALTERNATIVE_PAYMENT,0,1
0.947,5,1,47,692,1,unknown,netbanking,1,low,10,1,CUSTOMER_MESSAGE,0,1
0.947,5,2,47,692,1,processor_timeout,wallet,2,low,3,3,RETRY_LATER,1,0
0.947,5,2,47,692,1,processor_timeout,wallet,2,low,3,3,RETRY_LATER,6,1
0.947,5,2,47,692,1,processor_timeout,wallet,2,low,3,3,RETRY_LATER,24,1
0.947,5,2,47,692,1,processor_timeout,wallet,2,low,3,3,ALTERNATIVE_PAYMENT,0,1
0.947,5,2,47,692,1,processor_timeout,wallet,2,low,3,3,CUSTOMER_MESSAGE,0,0
0.947,5,4,47,692,1,temporary_failure,card,2,high,6,6,RETRY_LATER,1,1
0.947,5,4,47,692,1,temporary_failure,card,2,high,6,6,RETRY_LATER,6,1
0.947,5,4,47,692,1,temporary_failure,card,2,high,6,6,RETRY_LATER,24,0
0.947,5,4,47,692,1,temporary_failure,card,2,high,6,6,ALTERNATIVE_PAYMENT,0,1
0.947,5,4,47,692,1,temporary_failure,card,2,high,6,6,CUSTOMER_MESSAGE,0,0
0.693,3,1,2,59,0,bank_unavailable,netbanking,1,medium,10,6,RETRY_LATER,1,1
0.693,3,1,2,59,0,bank_unavailable,netbanking,1,medium,10,6,RETRY_LATER,6,0
0.693,3,1,2,59,0,bank_unavailable,netbanking,1,medium,10,6,RETRY_LATER,24,1
0.693,3,1,2,59,0,bank_unavailable,netbanking,1,medium,10,6,ALTERNATIVE_PAYMENT,0,1
0.693,3,1,2,59,0,bank_unavailable,netbanking,1,medium,10,6,CUSTOMER_MESSAGE,0,0
0.693,3,3,2,59,0,invalid_payment_method,netbanking,1,low,9,0,RETRY_LATER,1,0
0.693,3,3,2,59,0,invalid_payment_method,netbanking,1,low,9,0,RETRY_LATER,6,0
0.693,3,3,2,59,0,invalid_payment_method,netbanking,1,low,9,0,RETRY_LATER,24,0
0.693,3,3,2,59,0,invalid_payment_method,netbanking,1,low,9,0,ALTERNATIVE_PAYMENT,0,1
0.693,3,3,2,59,0,invalid_payment_method,netbanking,1,low,9,0,CUSTOMER_MESSAGE,0,1
0.693,3,2,2,59,0,invalid_payment_method,wallet,1,low,10,6,RETRY_LATER,1,0
0.693,3,2,2,59,0,invalid_payment_method,wallet,1,low,10,6,RETRY_LATER,6,1
0.693,3,2,2,59,0,invalid_payment_method,wallet,1,low,10,6,RETRY_LATER,24,0
0.693,3,2,2,59,0,invalid_payment_method,wallet,1,low,10,6,ALTERNATIVE_PAYMENT,0,1
0.693,3,2,2,59,0,invalid_payment_method,wallet,1,low,10,6,CUSTOMER_MESSAGE,0,1
0.693,3,3,2,59,0,temporary_failure,card,1,medium,14,0,RETRY_LATER,1,1
0.693,3,3,2,59,0,temporary_failure,card,1,medium,14,0,RETRY_LATER,6,1
0.693,3,3,2,59,0,temporary_failure,card,1,medium,14,0,RETRY_LATER,24,0
0.693,3,3,2,59,0,temporary_failure,card,1,medium,14,0,ALTERNATIVE_PAYMENT,0,1
0.693,3,3,2,59,0,temporary_failure,card,1,medium,14,0,CUSTOMER_MESSAGE,0,1
0.693,3,1,2,59,0,bank_unavailable,wallet,1,low,18,2,RETRY_LATER,1,1
0.693,3,1,2,59,0,bank_unavailable,wallet,1,low,18,2,RETRY_LATER,6,1
0.693,3,1,2,59,0,bank_unavailable,wallet,1,low,18,2,RETRY_LATER,24,1
0.693,3,1,2,59,0,bank_unavailable,wallet,1,low,18,2,ALTERNATIVE_PAYMENT,0,1
0.693,3,1,2,59,0,bank_unavailable,wallet,1,low,18,2,CUSTOMER_MESSAGE,0,0
0.979,2,1,19,499,1,repeated_failure,wallet,1,high,1,0,RETRY_LATER,1,0
0.979,2,1,19,499,1,repeated_failure,wallet,1,high,1,0,RETRY_LATER,6,0
0.979,2,1,19,499,1,repeated_failure,wallet,1,high,1,0,RETRY_LATER,24,0
0.979,2,1,19,499,1,repeated_failure,wallet,1,high,1,0,ALTERNATIVE_PAYMENT,0,0
0.979,2,1,19,499,1,repeated_failure,wallet,1,high,1,0,CUSTOMER_MESSAGE,0,0
0.979,2,1,19,499,1,unknown,card,2,high,15,6,RETRY_LATER,1,1
0.979,2,1,19,499,1,unknown,card,2,high,15,6,RETRY_LATER,6,1
0.979,2,1,19,499,1,unknown,card,2,high,15,6,RETRY_LATER,24,1
0.979,2,1,19,499,1,unknown,card,2,high,15,6,ALTERNATIVE_PAYMENT,0,1
0.979,2,1,19,499,1,unknown,card,2,high,15,6,CUSTOMER_MESSAGE,0,0
0.979,2,2,19,499,1,unknown,upi,3,medium,10,0,RETRY_LATER,1,1
0.979,2,2,19,499,1,unknown,upi,3,medium,10,0,RETRY_LATER,6,1
0.979,2,2,19,499,1,unknown,upi,3,medium,10,0,RETRY_LATER,24,1
0.979,2,2,19,499,1,unknown,upi,3,medium,10,0,ALTERNATIVE_PAYMENT,0,1
0.979,2,2,19,499,1,unknown,upi,3,medium,10,0,CUSTOMER_MESSAGE,0,1
0.979,2,1,19,499,1,unknown,card,2,high,11,3,RETRY_LATER,1,1
0.979,2,1,19,499,1,unknown,card,2,high,11,3,RETRY_LATER,6,1
0.979,2,1,19,499,1,unknown,card,2,high,11,3,RETRY_LATER,24,1
0.979,2,1,19,499,1,unknown,card,2,high,11,3,ALTERNATIVE_PAYMENT,0,1
0.979,2,1,19,499,1,unknown,card,2,high,11,3,CUSTOMER_MESSAGE,0,0
0.979,2,1,19,499,1,invalid_payment_method,upi,2,medium,3,0,RETRY_LATER,1,0
0.979,2,1,19,499,1,invalid_payment_method,upi,2,medium,3,0,RETRY_LATER,6,0
0.979,2,1,19,499,1,invalid_payment_method,upi,2,medium,3,0,RETRY_LATER,24,0
0.979,2,1,19,499,1,invalid_payment_method,upi,2,medium,3,0,ALTERNATIVE_PAYMENT,0,0
0.979,2,1,19,499,1,invalid_payment_method,upi,2,medium,3,0,CUSTOMER_MESSAGE,0,1
0.382,20,1,6,31,0,invalid_payment_method,wallet,1,low,18,6,RETRY_LATER,1,0
0.382,20,1,6,31,0,invalid_payment_method,wallet,1,low,18,6,RETRY_LATER,6,0
0.382,20,1,6,31,0,invalid_payment_method,wallet,1,low,18,6,RETRY_LATER,24,0
0.382,20,1,6,31,0,invalid_payment_method,wallet,1,low,18,6,ALTERNATIVE_PAYMENT,0,1
0.382,20,1,6,31,0,invalid_payment_method,wallet,1,low,18,6,CUSTOMER_MESSAGE,0,1
0.382,20,1,6,31,0,temporary_failure,card,1,high,8,5,RETRY_LATER,1,0
0.382,20,1,6,31,0,temporary_failure,card,1,high,8,5,RETRY_LATER,6,0
0.382,20,1,6,31,0,temporary_failure,card,1,high,8,5,RETRY_LATER,24,1
0.382,20,1,6,31,0,temporary_failure,card,1,high,8,5,ALTERNATIVE_PAYMENT,0,1
0.382,20,1,6,31,0,temporary_failure,card,1,high,8,5,CUSTOMER_MESSAGE,0,0
0.382,20,2,6,31,0,processor_timeout,wallet,1,high,13,6,RETRY_LATER,1,1
0.382,20,2,6,31,0,processor_timeout,wallet,1,high,13,6,RETRY_LATER,6,0
0.382,20,2,6,31,0,processor_timeout,wallet,1,high,13,6,RETRY_LATER,24,1
0.382,20,2,6,31,0,processor_timeout,wallet,1,high,13,6,ALTERNATIVE_PAYMENT,0,1
0.382,20,2,6,31,0,processor_timeout,wallet,1,high,13,6,CUSTOMER_MESSAGE,0,0
0.382,20,3,6,31,0,invalid_payment_method,wallet,1,high,18,4,RETRY_LATER,1,0
0.382,20,3,6,31,0,invalid_payment_method,wallet,1,high,18,4,RETRY_LATER,6,0
0.382,20,3,6,31,0,invalid_payment_method,wallet,1,high,18,4,RETRY_LATER,24,0
0.382,20,3,6,31,0,invalid_payment_method,wallet,1,high,18,4,ALTERNATIVE_PAYMENT,0,0
0.382,20,3,6,31,0,invalid_payment_method,wallet,1,high,18,4,CUSTOMER_MESSAGE,0,0
0.382,20,1,6,31,0,unknown,netbanking,2,low,14,6,RETRY_LATER,1,0
0.382,20,1,6,31,0,unknown,netbanking,2,low,14,6,RETRY_LATER,6,1
0.382,20,1,6,31,0,unknown,netbanking,2,low,14,6,RETRY_LATER,24,0
0.382,20,1,6,31,0,unknown,netbanking,2,low,14,6,ALTERNATIVE_PAYMENT,0,1
0.382,20,1,6,31,0,unknown,netbanking,2,low,14,6,CUSTOMER_MESSAGE,0,0
0.63,2,1,7,118,1,temporary_failure,wallet,1,high,9,1,RETRY_LATER,1,1
0.63,2,1,7,118,1,temporary_failure,wallet,1,high,9,1,RETRY_LATER,6,1
0.63,2,1,7,118,1,temporary_failure,wallet,1,high,9,1,RETRY_LATER,24,1
0.63,2,1,7,118,1,temporary_failure,wallet,1,high,9,1,ALTERNATIVE_PAYMENT,0,0
0.63,2,1,7,118,1,temporary_failure,wallet,1,high,9,1,CUSTOMER_MESSAGE,0,1
0.63,2,3,7,118,1,insufficient_funds,upi,1,low,22,0,RETRY_LATER,1,0
0.63,2,3,7,118,1,insufficient_funds,upi,1,low,22,0,RETRY_LATER,6,0
0.63,2,3,7,118,1,insufficient_funds,upi,1,low,22,0,RETRY_LATER,24,0
0.63,2,3,7,118,1,insufficient_funds,upi,1,low,22,0,ALTERNATIVE_PAYMENT,0,1
0.63,2,3,7,118,1,insufficient_funds,upi,1,low,22,0,CUSTOMER_MESSAGE,0,1
0.63,2,1,7,118,1,temporary_failure,wallet,2,high,6,2,RETRY_LATER,1,0
0.63,2,1,7,118,1,temporary_failure,wallet,2,high,6,2,RETRY_LATER,6,1
0.63,2,1,7,118,1,temporary_failure,wallet,2,high,6,2,RETRY_LATER,24,1
0.63,2,1,7,118,1,temporary_failure,wallet,2,high,6,2,ALTERNATIVE_PAYMENT,0,1
0.63,2,1,7,118,1,temporary_failure,wallet,2,high,6,2,CUSTOMER_MESSAGE,0,1
0.63,2,3,7,118,1,invalid_payment_method,card,1,low,12,6,RETRY_LATER,1,0
0.63,2,3,7,118,1,invalid_payment_method,card,1,low,12,6,RETRY_LATER,6,0
0.63,2,3,7,118,1,invalid_payment_method,card,1,low,12,6,RETRY_LATER,24,0
0.63,2,3,7,118,1,invalid_payment_method,card,1,low,12,6,ALTERNATIVE_PAYMENT,0,1
0.63,2,3,7,118,1,invalid_payment_method,card,1,low,12,6,CUSTOMER_MESSAGE,0,1
0.63,2,1,7,118,1,invalid_payment_method,card,1,high,16,6,RETRY_LATER,1,0
0.63,2,1,7,118,1,invalid_payment_method,card,1,high,16,6,RETRY_LATER,6,0
0.63,2,1,7,118,1,invalid_payment_method,card,1,high,16,6,RETRY_LATER,24,0
0.63,2,1,7,118,1,invalid_payment_method,card,1,high,16,6,ALTERNATIVE_PAYMENT,0,1
0.63,2,1,7,118,1,invalid_payment_method,card,1,high,16,6,CUSTOMER_MESSAGE,0,0
0.821,5,1,20,429,1,invalid_payment_method,card,3,medium,4,2,RETRY_LATER,1,1
0.821,5,1,20,429,1,invalid_payment_method,card,3,medium,4,2,RETRY_LATER,6,0
0.821,5,1,20,429,1,invalid_payment_method,card,3,medium,4,2,RETRY_LATER,24,0
0.821,5,1,20,429,1,invalid_payment_method,card,3,medium,4,2,ALTERNATIVE_PAYMENT,0,1
0.821,5,1,20,429,1,invalid_payment_method,card,3,medium,4,2,CUSTOMER_MESSAGE,0,0
0.821,5,2,20,429,1,unknown,wallet,1,low,7,5,RETRY_LATER,1,1
0.821,5,2,20,429,1,unknown,wallet,1,low,7,5,RETRY_LATER,6,1
0.821,5,2,20,429,1,unknown,wallet,1,low,7,5,RETRY_LATER,24,0
0.821,5,2,20,429,1,unknown,wallet,1,low,7,5,ALTERNATIVE_PAYMENT,0,0
0.821,5,2,20,429,1,unknown,wallet,1,low,7,5,CUSTOMER_MESSAGE,0,1
0.821,5,2,20,429,1,bank_unavailable,upi,1,medium,18,6,RETRY_LATER,1,1
0.821,5,2,20,429,1,bank_unavailable,upi,1,medium,18,6,RETRY_LATER,6,1
0.821,5,2,20,429,1,bank_unavailable,upi,1,medium,18,6,RETRY_LATER,24,1
0.821,5,2,20,429,1,bank_unavailable,upi,1,medium,18,6,ALTERNATIVE_PAYMENT,0,1
0.821,5,2,20,429,1,bank_unavailable,upi,1,medium,18,6,CUSTOMER_MESSAGE,0,1
0.821,5,1,20,429,1,unknown,card,2,high,8,6,RETRY_LATER,1,1
0.821,5,1,20,429,1,unknown,card,2,high,8,6,RETRY_LATER,6,1
0.821,5,1,20,429,1,unknown,card,2,high,8,6,RETRY_LATER,24,1
0.821,5,1,20,429,1,unknown,card,2,high,8,6,ALTERNATIVE_PAYMENT,0,0
0.821,5,1,20,429,1,unknown,card,2,high,8,6,CUSTOMER_MESSAGE,0,1
0.821,5,2,20,429,1,repeated_failure,upi,1,medium,7,1,RETRY_LATER,1,0
0.821,5,2,20,429,1,repeated_failure,upi,1,medium,7,1,RETRY_LATER,6,0
0.821,5,2,20,429,1,repeated_failure,upi,1,medium,7,1,RETRY_LATER,24,0
0.821,5,2,20,429,1,repeated_failure,upi,1,medium,7,1,ALTERNATIVE_PAYMENT,0,1
0.821,5,2,20,429,1,repeated_failure,upi,1,medium,7,1,CUSTOMER_MESSAGE,0,1
0.633,9,1,9,178,0,temporary_failure,card,1,medium,21,0,RETRY_LATER,1,1
0.633,9,1,9,178,0,temporary_failure,card,1,medium,21,0,RETRY_LATER,6,1
0.633,9,1,9,178,0,temporary_failure,card,1,medium,21,0,RETRY_LATER,24,0
0.633,9,1,9,178,0,temporary_failure,card,1,medium,21,0,ALTERNATIVE_PAYMENT,0,1
0.633,9,1,9,178,0,temporary_failure,card,1,medium,21,0,CUSTOMER_MESSAGE,0,1
0.633,9,2,9,178,0,unknown,upi,1,medium,12,2,RETRY_LATER,1,0
0.633,9,2,9,178,0,unknown,upi,1,medium,12,2,RETRY_LATER,6,0
0.633,9,2,9,178,0,unknown,upi,1,medium,12,2,RETRY_LATER,24,0
0.633,9,2,9,178,0,unknown,upi,1,medium,12,2,ALTERNATIVE_PAYMENT,0,1
0.633,9,2,9,178,0,unknown,upi,1,medium,12,2,CUSTOMER_MESSAGE,0,0
0.633,9,1,9,178,0,repeated_failure,wallet,1,medium,20,5,RETRY_LATER,1,1
0.633,9,1,9,178,0,repeated_failure,wallet,1,medium,20,5,RETRY_LATER,6,0
0.633,9,1,9,178,0,repeated_failure,wallet,1,medium,20,5,RETRY_LATER,24,0
0.633,9,1,9,178,0,repeated_failure,wallet,1,medium,20,5,ALTERNATIVE_PAYMENT,0,0
0.633,9,1,9,178,0,repeated_failure,wallet,1,medium,20,5,CUSTOMER_MESSAGE,0,1
0.633,9,2,9,178,0,processor_timeout,netbanking,1,high,1,3,RETRY_LATER,1,0
0.633,9,2,9,178,0,processor_timeout,netbanking,1,high,1,3,RETRY_LATER,6,1
0.633,9,2,9,178,0,processor_timeout,netbanking,1,high,1,3,RETRY_LATER,24,0
0.633,9,2,9,178,0,processor_timeout,netbanking,1,high,1,3,ALTERNATIVE_PAYMENT,0,0
0.633,9,2,9,178,0,processor_timeout,netbanking,1,high,1,3,CUSTOMER_MESSAGE,0,1
0.633,9,2,9,178,0,temporary_failure,upi,1,medium,7,5,RETRY_LATER,1,1
0.633,9,2,9,178,0,temporary_failure,upi,1,medium,7,5,RETRY_LATER,6,1
0.633,9,2,9,178,0,temporary_failure,upi,1,medium,7,5,RETRY_LATER,24,1
0.633,9,2,9,178,0,temporary_failure,upi,1,medium,7,5,ALTERNATIVE_PAYMENT,0,1
0.633,9,2,9,178,0,temporary_failure,upi,1,medium,7,5,CUSTOMER_MESSAGE,0,1
0.597,8,1,13,262,1,card_expired,upi,1,high,7,1,RETRY_LATER,1,0
0.597,8,1,13,262,1,card_expired,upi,1,high,7,1,RETRY_LATER,6,0
0.597,8,1,13,262,1,card_expired,upi,1,high,7,1,RETRY_LATER,24,0
0.597,8,1,13,262,1,card_expired,upi,1,high,7,1,ALTERNATIVE_PAYMENT,0,1
0.597,8,1,13,262,1,card_expired,upi,1,high,7,1,CUSTOMER_MESSAGE,0,1
0.597,8,1,13,262,1,unknown,netbanking,1,low,18,3,RETRY_LATER,1,0
0.597,8,1,13,262,1,unknown,netbanking,1,low,18,3,RETRY_LATER,6,0
0.597,8,1,13,262,1,unknown,netbanking,1,low,18,3,RETRY_LATER,24,0
0.597,8,1,13,262,1,unknown,netbanking,1,low,18,3,ALTERNATIVE_PAYMENT,0,1
0.597,8,1,13,262,1,unknown,netbanking,1,low,18,3,CUSTOMER_MESSAGE,0,1
0.597,8,2,13,262,1,bank_unavailable,card,1,high,17,5,RETRY_LATER,1,1
0.597,8,2,13,262,1,bank_unavailable,card,1,high,17,5,RETRY_LATER,6,1
0.597,8,2,13,262,1,bank_unavailable,card,1,high,17,5,RETRY_LATER,24,1
0.597,8,2,13,262,1,bank_unavailable,card,1,high,17,5,ALTERNATIVE_PAYMENT,0,1
0.597,8,2,13,262,1,bank_unavailable,card,1,high,17,5,CUSTOMER_MESSAGE,0,0
0.597,8,2,13,262,1,card_expired,card,2,high,16,1,RETRY_LATER,1,0
0.597,8,2,13,262,1,card_expired,card,2,high,16,1,RETRY_LATER,6,0
0.597,8,2,13,262,1,card_expired,card,2,high,16,1,RETRY_LATER,24,0
0.597,8,2,13,262,1,card_expired,card,2,high,16,1,ALTERNATIVE_PAYMENT,0,0
0.597,8,2,13,262,1,card_expired,card,2,high,16,1,CUSTOMER_MESSAGE,0,0
0.597,8,2,13,262,1,bank_unavailable,netbanking,1,low,2,2,RETRY_LATER,1,0
0.597,8,2,13,262,1,bank_unavailable,netbanking,1,low,2,2,RETRY_LATER,6,0
0.597,8,2,13,262,1,bank_unavailable,netbanking,1,low,2,2,RETRY_LATER,24,1
0.597,8,2,13,262,1,bank_unavailable,netbanking,1,low,2,2,ALTERNATIVE_PAYMENT,0,0
0.597,8,2,13,262,1,bank_unavailable,netbanking,1,low,2,2,CUSTOMER_MESSAGE,0,0
0.599,8,1,12,259,1,bank_unavailable,upi,3,medium,14,6,RETRY_LATER,1,1
0.599,8,1,12,259,1,bank_unavailable,upi,3,medium,14,6,RETRY_LATER,6,1
0.599,8,1,12,259,1,bank_unavailable,upi,3,medium,14,6,RETRY_LATER,24,1
0.599,8,1,12,259,1,bank_unavailable,upi,3,medium,14,6,ALTERNATIVE_PAYMENT,0,1
0.599,8,1,12,259,1,bank_unavailable,upi,3,medium,14,6,CUSTOMER_MESSAGE,0,0
0.599,8,1,12,259,1,insufficient_funds,netbanking,1,high,15,5,RETRY_LATER,1,0
0.599,8,1,12,259,1,insufficient_funds,netbanking,1,high,15,5,RETRY_LATER,6,0
0.599,8,1,12,259,1,insufficient_funds,netbanking,1,high,15,5,RETRY_LATER,24,0
0.599,8,1,12,259,1,insufficient_funds,netbanking,1,high,15,5,ALTERNATIVE_PAYMENT,0,1
0.599,8,1,12,259,1,insufficient_funds,netbanking,1,high,15,5,CUSTOMER_MESSAGE,0,1
0.599,8,3,12,259,1,card_expired,upi,1,medium,20,2,RETRY_LATER,1,0
0.599,8,3,12,259,1,card_expired,upi,1,medium,20,2,RETRY_LATER,6,0
0.599,8,3,12,259,1,card_expired,upi,1,medium,20,2,RETRY_LATER,24,0
0.599,8,3,12,259,1,card_expired,upi,1,medium,20,2,ALTERNATIVE_PAYMENT,0,1
0.599,8,3,12,259,1,card_expired,upi,1,medium,20,2,CUSTOMER_MESSAGE,0,0
0.599,8,3,12,259,1,invalid_payment_method,wallet,1,medium,7,4,RETRY_LATER,1,0
0.599,8,3,12,259,1,invalid_payment_method,wallet,1,medium,7,4,RETRY_LATER,6,0
0.599,8,3,12,259,1,invalid_payment_method,wallet,1,medium,7,4,RETRY_LATER,24,0
0.599,8,3,12,259,1,invalid_payment_method,wallet,1,medium,7,4,ALTERNATIVE_PAYMENT,0,1
0.599,8,3,12,259,1,invalid_payment_method,wallet,1,medium,7,4,CUSTOMER_MESSAGE,0,0
0.599,8,1,12,259,1,insufficient_funds,upi,3,high,20,2,RETRY_LATER,1,0
0.599,8,1,12,259,1,insufficient_funds,upi,3,high,20,2,RETRY_LATER,6,0
0.599,8,1,12,259,1,insufficient_funds,upi,3,high,20,2,RETRY_LATER,24,0
0.599,8,1,12,259,1,insufficient_funds,upi,3,high,20,2,ALTERNATIVE_PAYMENT,0,0
0.599,8,1,12,259,1,insufficient_funds,upi,3,high,20,2,CUSTOMER_MESSAGE,0,0
0.853,4,1,14,284,1,card_expired,netbanking,2,medium,15,1,RETRY_LATER,1,0
0.853,4,1,14,284,1,card_expired,netbanking,2,medium,15,1,RETRY_LATER,6,0
0.853,4,1,14,284,1,card_expired,netbanking,2,medium,15,1,RETRY_LATER,24,0
0.853,4,1,14,284,1,card_expired,netbanking,2,medium,15,1,ALTERNATIVE_PAYMENT,0,1
0.853,4,1,14,284,1,card_expired,netbanking,2,medium,15,1,CUSTOMER_MESSAGE,0,0
0.853,4,1,14,284,1,processor_timeout,card,1,high,1,1,RETRY_LATER,1,1
0.853,4,1,14,284,1,processor_timeout,card,1,high,1,1,RETRY_LATER,6,1
0.853,4,1,14,284,1,processor_timeout,card,1,high,1,1,RETRY_LATER,24,0
0.853,4,1,14,284,1,processor_timeout,card,1,high,1,1,ALTERNATIVE_PAYMENT,0,0
0.853,4,1,14,284,1,processor_timeout,card,1,high,1,1,CUSTOMER_MESSAGE,0,1
0.853,4,3,14,284,1,temporary_failure,netbanking,2,low,7,0,RETRY_LATER,1,1
0.853,4,3,14,284,1,temporary_failure,netbanking,2,low,7,0,RETRY_LATER,6,1
0.853,4,3,14,284,1,temporary_failure,netbanking,2,low,7,0,RETRY_LATER,24,1
0.853,4,3,14,284,1,temporary_failure,netbanking,2,low,7,0,ALTERNATIVE_PAYMENT,0,1
0.853,4,3,14,284,1,temporary_failure,netbanking,2,low,7,0,CUSTOMER_MESSAGE,0,0
0.853,4,1,14,284,1,card_expired,wallet,3,medium,18,6,RETRY_LATER,1,1
0.853,4,1,14,284,1,card_expired,wallet,3,medium,18,6,RETRY_LATER,6,0
0.853,4,1,14,284,1,card_expired,wallet,3,medium,18,6,RETRY_LATER,24,0
0.853,4,1,14,284,1,card_expired,wallet,3,medium,18,6,ALTERNATIVE_PAYMENT,0,0
