historical_success_rate,historical_failure_count,consecutive_failures,total_orders,customer_age_days,previous_recovery_success,root_cause,payment_method,attempt_number,amount_bucket,hour_of_day,day_of_week,action_type,delay_hours,recovered
0.601,11,2,10,326,1,insufficient_funds,card,2,high,19,0,RETRY_LATER,24,0
0.601,11,2,10,326,1,insufficient_funds,card,2,high,19,0,ALTERNATIVE_PAYMENT,0,1
0.601,11,2,10,326,1,insufficient_funds,card,2,high,19,0,CUSTOMER_MESSAGE,0,0
0.601,11,2,10,326,1,processor_timeout,upi,3,high,15,5,RETRY_LATER,1,1
0.601,11,2,10,326,1,processor_timeout,upi,3,high,15,5,RETRY_LATER,6,1
0.601,11,2,10,326,1,processor_timeout,upi,3,high,15,5,RETRY_LATER,24,0
0.601,11,2,10,326,1,processor_timeout,upi,3,high,15,5,ALTERNATIVE_PAYMENT,0,0
0.601,11,2,10,326,1,processor_timeout,upi,3,high,15,5,CUSTOMER_MESSAGE,0,0
0.601,11,3,10,326,1,processor_timeout,upi,1,high,16,5,RETRY_LATER,1,0
0.601,11,3,10,326,1,processor_timeout,upi,1,high,16,5,RETRY_LATER,6,1
0.601,11,3,10,326,1,processor_timeout,upi,1,high,16,5,RETRY_LATER,24,1
0.601,11,3,10,326,1,processor_timeout,upi,1,high,16,5,ALTERNATIVE_PAYMENT,0,0
0.601,11,3,10,326,1,processor_timeout,upi,1,high,16,5,CUSTOMER_MESSAGE,0,0
0.601,11,2,10,326,1,card_expired,upi,2,medium,13,4,RETRY_LATER,1,0
0.601,11,2,10,326,1,card_expired,upi,2,medium,13,4,RETRY_LATER,6,0
0.601,11,2,10,326,1,card_expired,upi,2,medium,13,4,RETRY_LATER,24,0
0.601,11,2,10,326,1,card_expired,upi,2,medium,13,4,ALTERNATIVE_PAYMENT,0,1
0.601,11,2,10,326,1,card_expired,upi,2,medium,13,4,CUSTOMER_MESSAGE,0,1
0.507,11,1,4,160,0,unknown,upi,1,low,11,2,RETRY_LATER,1,1
0.507,11,1,4,160,0,unknown,upi,1,low,11,2,RETRY_LATER,6,1
0.507,11,1,4,160,0,unknown,upi,1,low,11,2,RETRY_LATER,24,1
0.507,11,1,4,160,0,unknown,upi,1,low,11,2,ALTERNATIVE_PAYMENT,0,1
0.507,11,1,4,160,0,unknown,upi,1,low,11,2,CUSTOMER_MESSAGE,0,0
0.507,11,3,4,160,0,card_expired,card,2,medium,23,4,RETRY_LATER,1,0
0.507,11,3,4,160,0,card_expired,card,2,medium,23,4,RETRY_LATER,6,0
0.507,11,3,4,160,0,card_expired,card,2,medium,23,4,RETRY_LATER,24,0
0.507,11,3,4,160,0,card_expired,card,2,medium,23,4,ALTERNATIVE_PAYMENT,0,1
0.507,11,3,4,160,0,card_expired,card,2,medium,23,4,CUSTOMER_MESSAGE,0,1
0.507,11,2,4,160,0,unknown,netbanking,1,medium,22,1,RETRY_LATER,1,0
0.507,11,2,4,160,0,unknown,netbanking,1,medium,22,1,RETRY_LATER,6,1
0.507,11,2,4,160,0,unknown,netbanking,1,medium,22,1,RETRY_LATER,24,0
0.507,11,2,4,160,0,unknown,netbanking,1,medium,22,1,ALTERNATIVE_PAYMENT,0,0
0.507,11,2,4,160,0,unknown,netbanking,1,medium,22,1,CUSTOMER_MESSAGE,0,0
0.507,11,1,4,160,0,unknown,wallet,1,low,14,0,RETRY_LATER,1,0
0.507,11,1,4,160,0,unknown,wallet,1,low,14,0,RETRY_LATER,6,0
0.507,11,1,4,160,0,unknown,wallet,1,low,14,0,RETRY_LATER,24,0
0.507,11,1,4,160,0,unknown,wallet,1,low,14,0,ALTERNATIVE_PAYMENT,0,1
0.507,11,1,4,160,0,unknown,wallet,1,low,14,0,CUSTOMER_MESSAGE,0,0
0.507,11,1,4,160,0,invalid_payment_method,card,1,low,8,3,RETRY_LATER,1,0
0.507,11,1,4,160,0,invalid_payment_method,card,1,low,8,3,RETRY_LATER,6,0
0.507,11,1,4,160,0,invalid_payment_method,card,1,low,8,3,RETRY_LATER,24,0
0.507,11,1,4,160,0,invalid_payment_method,card,1,low,8,3,ALTERNATIVE_PAYMENT,0,1
0.507,11,1,4,160,0,invalid_payment_method,card,1,low,8,3,CUSTOMER_MESSAGE,0,0
0.264,16,1,8,69,0,insufficient_funds,netbanking,2,high,5,2,RETRY_LATER,1,0
0.264,16,1,8,69,0,insufficient_funds,netbanking,2,high,5,2,RETRY_LATER,6,1
0.264,16,1,8,69,0,insufficient_funds,netbanking,2,high,5,2,RETRY_LATER,24,0
0.264,16,1,8,69,0,insufficient_funds,netbanking,2,high,5,2,ALTERNATIVE_PAYMENT,0,0
0.264,16,1,8,69,0,insufficient_funds,netbanking,2,high,5,2,CUSTOMER_MESSAGE,0,0
0.264,16,2,8,69,0,insufficient_funds,upi,1,medium,5,5,RETRY_LATER,1,0
0.264,16,2,8,69,0,insufficient_funds,upi,1,medium,5,5,RETRY_LATER,6,1
0.264,16,2,8,69,0,insufficient_funds,upi,1,medium,5,5,RETRY_LATER,24,1
0.264,16,2,8,69,0,insufficient_funds,upi,1,medium,5,5,ALTERNATIVE_PAYMENT,0,0
0.264,16,2,8,69,0,insufficient_funds,upi,1,medium,5,5,CUSTOMER_MESSAGE,0,0
0.264,16,2,8,69,0,insufficient_funds,card,2,medium,0,2,RETRY_LATER,1,0
0.264,16,2,8,69,0,insufficient_funds,card,2,medium,0,2,RETRY_LATER,6,0
0.264,16,2,8,69,0,insufficient_funds,card,2,medium,0,2,RETRY_LATER,24,0
0.264,16,2,8,69,0,insufficient_funds,card,2,medium,0,2,ALTERNATIVE_PAYMENT,0,0
0.264,16,2,8,69,0,insufficient_funds,card,2,medium,0,2,CUSTOMER_MESSAGE,0,0
0.264,16,1,8,69,0,card_expired,upi,1,high,19,2,RETRY_LATER,1,0
0.264,16,1,8,69,0,card_expired,upi,1,high,19,2,RETRY_LATER,6,0
0.264,16,1,8,69,0,card_expired,upi,1,high,19,2,RETRY_LATER,24,1
0.264,16,1,8,69,0,card_expired,upi,1,high,19,2,ALTERNATIVE_PAYMENT,0,1
0.264,16,1,8,69,0,card_expired,upi,1,high,19,2,CUSTOMER_MESSAGE,0,0
0.264,16,1,8,69,0,unknown,upi,1,low,14,6,RETRY_LATER,1,0
0.264,16,1,8,69,0,unknown,upi,1,low,14,6,RETRY_LATER,6,1
0.264,16,1,8,69,0,unknown,upi,1,low,14,6,RETRY_LATER,24,0
0.264,16,1,8,69,0,unknown,upi,1,low,14,6,ALTERNATIVE_PAYMENT,0,1
0.264,16,1,8,69,0,unknown,upi,1,low,14,6,CUSTOMER_MESSAGE,0,0
0.526,22,1,8,94,1,bank_unavailable,card,1,high,16,0,RETRY_LATER,1,0
0.526,22,1,8,94,1,bank_unavailable,card,1,high,16,0,RETRY_LATER,6,0
0.526,22,1,8,94,1,bank_unavailable,card,1,high,16,0,RETRY_LATER,24,1
0.526,22,1,8,94,1,bank_unavailable,card,1,high,16,0,ALTERNATIVE_PAYMENT,0,0
0.526,22,1,8,94,1,bank_unavailable,card,1,high,16,0,CUSTOMER_MESSAGE,0,0
0.526,22,1,8,94,1,processor_timeout,upi,2,high,8,4,RETRY_LATER,1,0
0.526,22,1,8,94,1,processor_timeout,upi,2,high,8,4,RETRY_LATER,6,1
0.526,22,1,8,94,1,processor_timeout,upi,2,high,8,4,RETRY_LATER,24,0
0.526,22,1,8,94,1,processor_timeout,upi,2,high,8,4,ALTERNATIVE_PAYMENT,0,0
0.526,22,1,8,94,1,processor_timeout,upi,2,high,8,4,CUSTOMER_MESSAGE,0,1
0.526,22,1,8,94,1,repeated_failure,netbanking,3,low,10,5,RETRY_LATER,1,1
0.526,22,1,8,94,1,repeated_failure,netbanking,3,low,10,5,RETRY_LATER,6,0
0.526,22,1,8,94,1,repeated_failure,netbanking,3,low,10,5,RETRY_LATER,24,0
0.526,22,1,8,94,1,repeated_failure,netbanking,3,low,10,5,ALTERNATIVE_PAYMENT,0,0
0.526,22,1,8,94,1,repeated_failure,netbanking,3,low,10,5,CUSTOMER_MESSAGE,0,0
0.526,22,1,8,94,1,temporary_failure,wallet,1,high,19,4,RETRY_LATER,1,0
0.526,22,1,8,94,1,temporary_failure,wallet,1,high,19,4,RETRY_LATER,6,0
0.526,22,1,8,94,1,temporary_failure,wallet,1,high,19,4,RETRY_LATER,24,1
0.526,22,1,8,94,1,temporary_failure,wallet,1,high,19,4,ALTERNATIVE_PAYMENT,0,1
0.526,22,1,8,94,1,temporary_failure,wallet,1,high,19,4,CUSTOMER_MESSAGE,0,0
0.526,22,3,8,94,1,card_expired,upi,1,high,13,5,RETRY_LATER,1,0
0.526,22,3,8,94,1,card_expired,upi,1,high,13,5,RETRY_LATER,6,0
0.526,22,3,8,94,1,card_expired,upi,1,high,13,5,RETRY_LATER,24,0
0.526,22,3,8,94,1,card_expired,upi,1,high,13,5,ALTERNATIVE_PAYMENT,0,0
0.526,22,3,8,94,1,card_expired,upi,1,high,13,5,CUSTOMER_MESSAGE,0,0
0.613,15,3,9,341,0,repeated_failure,card,1,medium,13,1,RETRY_LATER,1,0
0.613,15,3,9,341,0,repeated_failure,card,1,medium,13,1,RETRY_LATER,6,0
0.613,15,3,9,341,0,repeated_failure,card,1,medium,13,1,RETRY_LATER,24,1
0.613,15,3,9,341,0,repeated_failure,card,1,medium,13,1,ALTERNATIVE_PAYMENT,0,0
0.613,15,3,9,341,0,repeated_failure,card,1,medium,13,1,CUSTOMER_MESSAGE,0,0
0.613,15,1,9,341,0,invalid_payment_method,upi,1,high,6,0,RETRY_LATER,1,0
0.613,15,1,9,341,0,invalid_payment_method,upi,1,high,6,0,RETRY_LATER,6,0
0.613,15,1,9,341,0,invalid_payment_method,upi,1,high,6,0,RETRY_LATER,24,0
0.613,15,1,9,341,0,invalid_payment_method,upi,1,high,6,0,ALTERNATIVE_PAYMENT,0,1
0.613,15,1,9,341,0,invalid_payment_method,upi,1,high,6,0,CUSTOMER_MESSAGE,0,1
0.613,15,4,9,341,0,card_expired,card,1,medium,20,4,RETRY_LATER,1,0
0.613,15,4,9,341,0,card_expired,card,1,medium,20,4,RETRY_LATER,6,0
0.613,15,4,9,341,0,card_expired,card,1,medium,20,4,RETRY_LATER,24,0
0.613,15,4,9,341,0,card_expired,card,1,medium,20,4,ALTERNATIVE_PAYMENT,0,1
0.613,15,4,9,341,0,card_expired,card,1,medium,20,4,CUSTOMER_MESSAGE,0,1
0.613,15,2,9,341,0,card_expired,wallet,2,low,2,0,RETRY_LATER,1,0
0.613,15,2,9,341,0,card_expired,wallet,2,low,2,0,RETRY_LATER,6,1
0.613,15,2,9,341,0,card_expired,wallet,2,low,2,0,RETRY_LATER,24,1
0.613,15,2,9,341,0,card_expired,wallet,2,low,2,0,ALTERNATIVE_PAYMENT,0,0
0.613,15,2,9,341,0,card_expired,wallet,2,low,2,0,CUSTOMER_MESSAGE,0,1
0.613,15,2,9,341,0,invalid_payment_method,card,2,high,13,5,RETRY_LATER,1,0
0.613,15,2,9,341,0,invalid_payment_method,card,2,high,13,5,RETRY_LATER,6,0
0.613,15,2,9,341,0,invalid_payment_method,card,2,high,13,5,RETRY_LATER,24,0
0.613,15,2,9,341,0,invalid_payment_method,card,2,high,13,5,ALTERNATIVE_PAYMENT,0,0
0.613,15,2,9,341,0,invalid_payment_method,card,2,high,13,5,CUSTOMER_MESSAGE,0,0
0.836,3,2,26,645,0,insufficient_funds,wallet,2,high,23,4,RETRY_LATER,1,0
0.836,3,2,26,645,0,insufficient_funds,wallet,2,high,23,4,RETRY_LATER,6,0
0.836,3,2,26,645,0,insufficient_funds,wallet,2,high,23,4,RETRY_LATER,24,0
0.836,3,2,26,645,0,insufficient_funds,wallet,2,high,23,4,ALTERNATIVE_PAYMENT,0,0
0.836,3,2,26,645,0,insufficient_funds,wallet,2,high,23,4,CUSTOMER_MESSAGE,0,1
0.836,3,1,26,645,0,processor_timeout,wallet,2,high,13,3,RETRY_LATER,1,1
0.836,3,1,26,645,0,processor_timeout,wallet,2,high,13,3,RETRY_LATER,6,0
0.836,3,1,26,645,0,processor_timeout,wallet,2,high,13,3,RETRY_LATER,24,1
0.836,3,1,26,645,0,processor_timeout,wallet,2,high,13,3,ALTERNATIVE_PAYMENT,0,1
0.836,3,1,26,645,0,processor_timeout,wallet,2,high,13,3,CUSTOMER_MESSAGE,0,0
0.836,3,1,26,645,0,temporary_failure,upi,1,low,17,2,RETRY_LATER,1,1
0.836,3,1,26,645,0,temporary_failure,upi,1,low,17,2,RETRY_LATER,6,1
0.836,3,1,26,645,0,temporary_failure,upi,1,low,17,2,RETRY_LATER,24,1
0.836,3,1,26,645,0,temporary_failure,upi,1,low,17,2,ALTERNATIVE_PAYMENT,0,1
0.836,3,1,26,645,0,temporary_failure,upi,1,low,17,2,CUSTOMER_MESSAGE,0,0
0.836,3,2,26,645,0,card_expired,card,1,high,0,1,RETRY_LATER,1,0
0.836,3,2,26,645,0,card_expired,card,1,high,0,1,RETRY_LATER,6,0
0.836,3,2,26,645,0,card_expired,card,1,high,0,1,RETRY_LATER,24,0
0.836,3,2,26,645,0,card_expired,card,1,high,0,1,ALTERNATIVE_PAYMENT,0,0
0.836,3,2,26,645,0,card_expired,card,1,high,0,1,CUSTOMER_MESSAGE,0,0
0.836,3,1,26,645,0,invalid_payment_method,card,2,medium,2,0,RETRY_LATER,1,0
0.836,3,1,26,645,0,invalid_payment_method,card,2,medium,2,0,RETRY_LATER,6,0
0.836,3,1,26,645,0,invalid_payment_method,card,2,medium,2,0,RETRY_LATER,24,0
0.836,3,1,26,645,0,invalid_payment_method,card,2,medium,2,0,ALTERNATIVE_PAYMENT,0,0
0.836,3,1,26,645,0,invalid_payment_method,card,2,medium,2,0,CUSTOMER_MESSAGE,0,0
0.755,11,2,11,275,1,bank_unavailable,upi,3,medium,7,2,RETRY_LATER,1,0
0.755,11,2,11,275,1,bank_unavailable,upi,3,medium,7,2,RETRY_LATER,6,1
0.755,11,2,11,275,1,bank_unavailable,upi,3,medium,7,2,RETRY_LATER,24,0
0.755,11,2,11,275,1,bank_unavailable,upi,3,medium,7,2,ALTERNATIVE_PAYMENT,0,1
0.755,11,2,11,275,1,bank_unavailable,upi,3,medium,7,2,CUSTOMER_MESSAGE,0,0
0.755,11,1,11,275,1,repeated_failure,netbanking,1,low,6,5,RETRY_LATER,1,1
0.755,11,1,11,275,1,repeated_failure,netbanking,1,low,6,5,RETRY_LATER,6,0
0.755,11,1,11,275,1,repeated_failure,netbanking,1,low,6,5,RETRY_LATER,24,1
0.755,11,1,11,275,1,repeated_failure,netbanking,1,low,6,5,ALTERNATIVE_PAYMENT,0,0
0.755,11,1,11,275,1,repeated_failure,netbanking,1,low,6,5,CUSTOMER_MESSAGE,0,1
0.755,11,3,11,275,1,bank_unavailable,upi,1,low,17,0,RETRY_LATER,1,1
0.755,11,3,11,275,1,bank_unavailable,upi,1,low,17,0,RETRY_LATER,6,1
0.755,11,3,11,275,1,bank_unavailable,upi,1,low,17,0,RETRY_LATER,24,1
0.755,11,3,11,275,1,bank_unavailable,upi,1,low,17,0,ALTERNATIVE_PAYMENT,0,1
0.755,11,3,11,275,1,bank_unavailable,upi,1,low,17,0,CUSTOMER_MESSAGE,0,0
0.755,11,2,11,275,1,repeated_failure,upi,2,high,21,5,RETRY_LATER,1,0
0.755,11,2,11,275,1,repeated_failure,upi,2,high,21,5,RETRY_LATER,6,1
0.755,11,2,11,275,1,repeated_failure,upi,2,high,21,5,RETRY_LATER,24,0
0.755,11,2,11,275,1,repeated_failure,upi,2,high,21,5,ALTERNATIVE_PAYMENT,0,0
0.755,11,2,11,275,1,repeated_failure,upi,2,high,21,5,CUSTOMER_MESSAGE,0,1
0.755,11,3,11,275,1,invalid_payment_method,netbanking,1,medium,5,2,RETRY_LATER,1,0
0.755,11,3,11,275,1,invalid_payment_method,netbanking,1,medium,5,2,RETRY_LATER,6,0
0.755,11,3,11,275,1,invalid_payment_method,netbanking,1,medium,5,2,RETRY_LATER,24,0
0.755,11,3,11,275,1,invalid_payment_method,netbanking,1,medium,5,2,ALTERNATIVE_PAYMENT,0,0
0.755,11,3,11,275,1,invalid_payment_method,netbanking,1,medium,5,2,CUSTOMER_MESSAGE,0,0
0.881,4,2,41,290,1,processor_timeout,netbanking,1,low,11,2,RETRY_LATER,1,1
0.881,4,2,41,290,1,processor_timeout,netbanking,1,low,11,2,RETRY_LATER,6,1
0.881,4,2,41,290,1,processor_timeout,netbanking,1,low,11,2,RETRY_LATER,24,1
0.881,4,2,41,290,1,processor_timeout,netbanking,1,low,11,2,ALTERNATIVE_PAYMENT,0,1
0.881,4,2,41,290,1,processor_timeout,netbanking,1,low,11,2,CUSTOMER_MESSAGE,0,0
0.881,4,3,41,290,1,card_expired,upi,1,medium,10,4,RETRY_LATER,1,0
0.881,4,3,41,290,1,card_expired,upi,1,medium,10,4,RETRY_LATER,6,0
0.881,4,3,41,290,1,card_expired,upi,1,medium,10,4,RETRY_LATER,24,0
0.881,4,3,41,290,1,card_expired,upi,1,medium,10,4,ALTERNATIVE_PAYMENT,0,1
0.881,4,3,41,290,1,card_expired,upi,1,medium,10,4,CUSTOMER_MESSAGE,0,1
0.881,4,2,41,290,1,invalid_payment_method,netbanking,1,medium,21,0,RETRY_LATER,1,0
0.881,4,2,41,290,1,invalid_payment_method,netbanking,1,medium,21,0,RETRY_LATER,6,0
0.881,4,2,41,290,1,invalid_payment_method,netbanking,1,medium,21,0,RETRY_LATER,24,0
0.881,4,2,41,290,1,invalid_payment_method,netbanking,1,medium,21,0,ALTERNATIVE_PAYMENT,0,1
0.881,4,2,41,290,1,invalid_payment_method,netbanking,1,medium,21,0,CUSTOMER_MESSAGE,0,1
0.881,4,4,41,290,1,temporary_failure,card,1,low,20,6,RETRY_LATER,1,1
0.881,4,4,41,290,1,temporary_failure,card,1,low,20,6,RETRY_LATER,6,1
0.881,4,4,41,290,1,temporary_failure,card,1,low,20,6,RETRY_LATER,24,1
0.881,4,4,41,290,1,temporary_failure,card,1,low,20,6,ALTERNATIVE_PAYMENT,0,1
0.881,4,4,41,290,1,temporary_failure,card,1,low,20,6,CUSTOMER_MESSAGE,0,0
0.881,4,2,41,290,1,temporary_failure,card,1,low,3,1,RETRY_LATER,1,1
0.881,4,2,41,290,1,temporary_failure,card,1,low,3,1,RETRY_LATER,6,1
0.881,4,2,41,290,1,temporary_failure,card,1,low,3,1,RETRY_LATER,24,1
0.881,4,2,41,290,1,temporary_failure,card,1,low,3,1,ALTERNATIVE_PAYMENT,0,1
0.881,4,2,41,290,1,temporary_failure,card,1,low,3,1,CUSTOMER_MESSAGE,0,1
0.823,0,1,21,550,1,repeated_failure,wallet,1,medium,12,5,RETRY_LATER,1,0
0.823,0,1,21,550,1,repeated_failure,wallet,1,medium,12,5,RETRY_LATER,6,0
0.823,0,1,21,550,1,repeated_failure,wallet,1,medium,12,5,RETRY_LATER,24,0
0.823,0,1,21,550,1,repeated_failure,wallet,1,medium,12,5,ALTERNATIVE_PAYMENT,0,1
0.823,0,1,21,550,1,repeated_failure,wallet,1,medium,12,5,CUSTOMER_MESSAGE,0,0
0.823,0,1,21,550,1,processor_timeout,netbanking,3,low,12,3,RETRY_LATER,1,0
0.823,0,1,21,550,1,processor_timeout,netbanking,3,low,12,3,RETRY_LATER,6,0
0.823,0,1,21,550,1,processor_timeout,netbanking,3,low,12,3,RETRY_LATER,24,0
0.823,0,1,21,550,1,processor_timeout,netbanking,3,low,12,3,ALTERNATIVE_PAYMENT,0,1
0.823,0,1,21,550,1,processor_timeout,netbanking,3,low,12,3,CUSTOMER_MESSAGE,0,0
0.823,0,2,21,550,1,processor_timeout,upi,2,high,12,1,RETRY_LATER,1,0
0.823,0,2,21,550,1,processor_timeout,upi,2,high,12,1,RETRY_LATER,6,0
0.823,0,2,21,550,1,processor_timeout,upi,2,high,12,1,RETRY_LATER,24,0
0.823,0,2,21,550,1,processor_timeout,upi,2,high,12,1,ALTERNATIVE_PAYMENT,0,1
0.823,0,2,21,550,1,processor_timeout,upi,2,high,12,1,CUSTOMER_MESSAGE,0,0
0.823,0,3,21,550,1,insufficient_funds,wallet,1,high,0,0,RETRY_LATER,1,0
0.823,0,3,21,550,1,insufficient_funds,wallet,1,high,0,0,RETRY_LATER,6,0
0.823,0,3,21,550,1,insufficient_funds,wallet,1,high,0,0,RETRY_LATER,24,0
0.823,0,3,21,550,1,insufficient_funds,wallet,1,high,0,0,ALTERNATIVE_PAYMENT,0,1
0.823,0,3,21,550,1,insufficient_funds,wallet,1,high,0,0,CUSTOMER_MESSAGE,0,0
0.823,0,2,21,550,1,repeated_failure,card,1,high,4,1,RETRY_LATER,1,0
0.823,0,2,21,550,1,repeated_failure,card,1,high,4,1,RETRY_LATER,6,0
0.823,0,2,21,550,1,repeated_failure,card,1,high,4,1,RETRY_LATER,24,0
0.823,0,2,21,550,1,repeated_failure,card,1,high,4,1,ALTERNATIVE_PAYMENT,0,0
0.823,0,2,21,550,1,repeated_failure,card,1,high,4,1,CUSTOMER_MESSAGE,0,0
0.516,2,2,1,7,0,processor_timeout,card,1,medium,19,1,RETRY_LATER,1,0
0.516,2,2,1,7,0,processor_timeout,card,1,medium,19,1,RETRY_LATER,6,1
0.516,2,2,1,7,0,processor_timeout,card,1,medium,19,1,RETRY_LATER,24,1
0.516,2,2,1,7,0,processor_timeout,card,1,medium,19,1,ALTERNATIVE_PAYMENT,0,0
0.516,2,2,1,7,0,processor_timeout,card,1,medium,19,1,CUSTOMER_MESSAGE,0,0
0.516,2,2,1,7,0,invalid_payment_method,card,1,high,21,4,RETRY_LATER,1,0
0.516,2,2,1,7,0,invalid_payment_method,card,1,high,21,4,RETRY_LATER,6,0
0.516,2,2,1,7,0,invalid_payment_method,card,1,high,21,4,RETRY_LATER,24,1
0.516,2,2,1,7,0,invalid_payment_method,card,1,high,21,4,ALTERNATIVE_PAYMENT,0,1
0.516,2,2,1,7,0,invalid_payment_method,card,1,high,21,4,CUSTOMER_MESSAGE,0,0
0.516,2,4,1,7,0,unknown,upi,1,medium,17,0,RETRY_LATER,1,0
0.516,2,4,1,7,0,unknown,upi,1,medium,17,0,RETRY_LATER,6,0
0.516,2,4,1,7,0,unknown,upi,1,medium,17,0,RETRY_LATER,24,1
0.516,2,4,1,7,0,unknown,upi,1,medium,17,0,ALTERNATIVE_PAYMENT,0,1
0.516,2,4,1,7,0,unknown,upi,1,medium,17,0,CUSTOMER_MESSAGE,0,0
0.516,2,4,1,7,0,insufficient_funds,upi,2,medium,16,6,RETRY_LATER,1,0
0.516,2,4,1,7,0,insufficient_funds,upi,2,medium,16,6,RETRY_LATER,6,0
0.516,2,4,1,7,0,insufficient_funds,upi,2,medium,16,6,RETRY_LATER,24,1
0.516,2,4,1,7,0,insufficient_funds,upi,2,medium,16,6,ALTERNATIVE_PAYMENT,0,0
0.516,2,4,1,7,0,insufficient_funds,upi,2,medium,16,6,CUSTOMER_MESSAGE,0,1
0.516,2,1,1,7,0,card_expired,netbanking,1,low,10,3,RETRY_LATER,1,0
0.516,2,1,1,7,0,card_expired,netbanking,1,low,10,3,RETRY_LATER,6,0
0.516,2,1,1,7,0,card_expired,netbanking,1,low,10,3,RETRY_LATER,24,0
0.516,2,1,1,7,0,card_expired,netbanking,1,low,10,3,ALTERNATIVE_PAYMENT,0,1
0.516,2,1,1,7,0,card_expired,netbanking,1,low,10,3,CUSTOMER_MESSAGE,0,1
0.949,1,3,37,220,0,insufficient_funds,card,1,high,3,0,RETRY_LATER,1,0
0.949,1,3,37,220,0,insufficient_funds,card,1,high,3,0,RETRY_LATER,6,0
0.949,1,3,37,220,0,insufficient_funds,card,1,high,3,0,RETRY_LATER,24,0
0.949,1,3,37,220,0,insufficient_funds,card,1,high,3,0,ALTERNATIVE_PAYMENT,0,0
0.949,1,3,37,220,0,insufficient_funds,card,1,high,3,0,CUSTOMER_MESSAGE,0,0
0.949,1,1,37,220,0,invalid_payment_method,wallet,3,high,7,2,RETRY_LATER,1,0
0.949,1,1,37,220,0,invalid_payment_method,wallet,3,high,7,2,RETRY_LATER,6,0
0.949,1,1,37,220,0,invalid_payment_method,wallet,3,high,7,2,RETRY_LATER,24,0
0.949,1,1,37,220,0,invalid_payment_method,wallet,3,high,7,2,ALTERNATIVE_PAYMENT,0,1
0.949,1,1,37,220,0,invalid_payment_method,wallet,3,high,7,2,CUSTOMER_MESSAGE,0,0
0.949,1,2,37,220,0,invalid_payment_method,wallet,1,medium,14,6,RETRY_LATER,1,0
0.949,1,2,37,220,0,invalid_payment_method,wallet,1,medium,14,6,RETRY_LATER,6,0
0.949,1,2,37,220,0,invalid_payment_method,wallet,1,medium,14,6,RETRY_LATER,24,0
0.949,1,2,37,220,0,invalid_payment_method,wallet,1,medium,14,6,ALTERNATIVE_PAYMENT,0,1
0.949,1,2,37,220,0,invalid_payment_method,wallet,1,medium,14,6,CUSTOMER_MESSAGE,0,1
0.949,1,1,37,220,0,unknown,netbanking,1,medium,22,0,RETRY_LATER,1,0
0.949,1,1,37,220,0,unknown,netbanking,1,medium,22,0,RETRY_LATER,6,1
0.949,1,1,37,220,0,unknown,netbanking,1,medium,22,0,RETRY_LATER,24,0
0.949,1,1,37,220,0,unknown,netbanking,1,medium,22,0,ALTERNATIVE_PAYMENT,0,1
0.949,1,1,37,220,0,unknown,netbanking,1,medium,22,0,CUSTOMER_MESSAGE,0,0
0.949,1,4,37,220,0,insufficient_funds,netbanking,3,high,14,3,RETRY_LATER,1,0
0.949,1,4,37,220,0,insufficient_funds,netbanking,3,high,14,3,RETRY_LATER,6,0
0.949,1,4,37,220,0,insufficient_funds,netbanking,3,high,14,3,RETRY_LATER,24,0
0.949,1,4,37,220,0,insufficient_funds,netbanking,3,high,14,3,ALTERNATIVE_PAYMENT,0,0
0.949,1,4,37,220,0,insufficient_funds,netbanking,3,high,14,3,CUSTOMER_MESSAGE,0,0
0.552,11,1,8,201,1,repeated_failure,card,1,medium,12,4,RETRY_LATER,1,0
0.552,11,1,8,201,1,repeated_failure,card,1,medium,12,4,RETRY_LATER,6,1
0.552,11,1,8,201,1,repeated_failure,card,1,medium,12,4,RETRY_LATER,24,1
0.552,11,1,8,201,1,repeated_failure,card,1,medium,12,4,ALTERNATIVE_PAYMENT,0,0
0.552,11,1,8,201,1,repeated_failure,card,1,medium,12,4,CUSTOMER_MESSAGE,0,1
0.552,11,4,8,201,1,processor_timeout,upi,1,high,12,0,RETRY_LATER,1,0
0.552,11,4,8,201,1,processor_timeout,upi,1,high,12,0,RETRY_LATER,6,1
0.552,11,4,8,201,1,processor_timeout,upi,1,high,12,0,RETRY_LATER,24,1
0.552,11,4,8,201,1,processor_timeout,upi,1,high,12,0,ALTERNATIVE_PAYMENT,0,1
0.552,11,4,8,201,1,processor_timeout,upi,1,high,12,0,CUSTOMER_MESSAGE,0,0
0.552,11,2,8,201,1,invalid_payment_method,wallet,1,low,22,3,RETRY_LATER,1,0
0.552,11,2,8,201,1,invalid_payment_method,wallet,1,low,22,3,RETRY_LATER,6,0
0.552,11,2,8,201,1,invalid_payment_method,wallet,1,low,22,3,RETRY_LATER,24,1
0.552,11,2,8,201,1,invalid_payment_method,wallet,1,low,22,3,ALTERNATIVE_PAYMENT,0,1
0.552,11,2,8,201,1,invalid_payment_method,wallet,1,low,22,3,CUSTOMER_MESSAGE,0,0
0.552,11,1,8,201,1,repeated_failure,upi,1,low,16,2,RETRY_LATER,1,0
0.552,11,1,8,201,1,repeated_failure,upi,1,low,16,2,RETRY_LATER,6,0
0.552,11,1,8,201,1,repeated_failure,upi,1,low,16,2,RETRY_LATER,24,1
0.552,11,1,8,201,1,repeated_failure,upi,1,low,16,2,ALTERNATIVE_PAYMENT,0,1
